Initial.Definition,Study,Zhao.ND.1,Zhao.FD.1,specie i,specie j,Kingdom,Treatment,a_ii_AP,a_jj_AP,a_ij_AP,a_ji_AP,Si,Sj,Lambdai,Lambdaj,gii,gjj,gij,gji,a_ii_LV,a_jj_LV,a_ij_LV,a_ji_LV,a_ii_AP_expo,a_jj_AP_expo,a_ij_AP_expo,a_ji_AP_expo,Model use
Chesson 2012,Adler.2018,,,Thymophylla autantiaca,Richardia tricocca,Plant,,,,,,,,1,1,,,,,-0.228,-0.89,0,,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Thymophylla autantiaca,Sporobolus tenuissimus,Plant,,,,,,,,1,1,,,,,-0.228,,-0.0497,,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Thymophylla autantiaca,Crusea diversifolia,Plant,,,,,,,,1,1,,,,,-0.228,-0.122,-0.0135,0,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Tridax coropifolia,Microchloa kuntha,Plant,,,,,,,,1,1,,,,,-0.003,-0.205,-0.266,-0.003,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bromus tectorum,Centaurea solstitialis,Plant,Control,,,,,,,1,1,,,,,-6.26,-5.3,-0.307,-2.69,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Centaurea solstitialis,Bromus tectorum,Plant,Control,,,,,,,1,1,,,,,-5.3,-6.26,-2.69,-0.307,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bromus hordeaceus,Microseris douglasii,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000026,-0.0000026,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bromus hordeaceus,Plantago erecta,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000012,-0.0000079,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bromus hordeaceus,Calycadenia multiglandulosa,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000017,-0.0000122,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Calycadenia multiglandulosa,Plantago erecta,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000043,-0.0000019,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Calycadenia multiglandulosa,Bromus hordeaceus,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000122,-0.0000017,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Calycadenia multiglandulosa,Microseris douglasii,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000186,-0.0000046,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Microseris douglasii,Calycadenia multiglandulosa,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000046,-0.0000186,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Microseris douglasii,Bromus hordeaceus,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000026,-0.0000026,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Microseris douglasii,Plantago erecta,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000036,-0.0000079,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago erecta,Calycadenia multiglandulosa,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000019,-0.0000043,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago erecta,Bromus hordeaceus,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000079,-0.0000012,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago erecta,Microseris douglasii,Plant,Control,,,,,,,1,1,,,,,0,0,-0.0000079,-0.0000036,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,tive grasses,Bromus tectorum,Plant,137 mg/kg N added,,,,,,,1,1,,,,,-0.001,,-0.001,,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,tive grasses,Bromus tectorum,Plant,280 mg/kg N added,,,,,,,1,1,,,,,-0.001,,-0.0015,,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,tive grasses,Bromus tectorum,Plant,Control,,,,,,,1,1,,,,,0,,-0.007,,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Aphanes,Sherardia,Plant,,,,,,,,1,1,,,,,-0.887,-0.566,-0.2070076,-0.00001902,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Aphanes,Cerastium demidecandrum,Plant,,,,,,,,1,1,,,,,-0.887,-0.566,-0.3072787,-0.00003589,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Aphanes,Saxifraga,Plant,,,,,,,,1,1,,,,,-0.887,-0.249,-0.5379444,-0.9185123,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Aphanes,Geranium,Plant,,,,,,,,1,1,,,,,-0.887,-0.701,-0.3848121,-0.8780954,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Aphanes,Veronica,Plant,,,,,,,,1,1,,,,,-0.887,-0.242,-0.1394569,-0.0000003,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Aphanes,Areria,Plant,,,,,,,,1,1,,,,,-0.887,-0.819,-0.4025242,-0.1652989,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Areria,Sherardia,Plant,,,,,,,,1,1,,,,,-0.819,-0.566,-0.0009303,-0.1444243,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Areria,Veronica,Plant,,,,,,,,1,1,,,,,-0.819,-0.242,-0.00015375,-0.4965853,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Areria,Cerastium demidecandrum,Plant,,,,,,,,1,1,,,,,-0.819,-0.566,-0.07189237,-0.4025242,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Areria,Saxifraga,Plant,,,,,,,,1,1,,,,,-0.819,-0.249,-0.5168513,-0.01246289,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Areria,Aphanes,Plant,,,,,,,,1,1,,,,,-0.819,-0.887,-0.1652989,-0.4025242,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Areria,Geranium,Plant,,,,,,,,1,1,,,,,-0.819,-0.701,-0.726149,-0.5975006,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Cerastium demidecandrum,Sherardia,Plant,,,,,,,,1,1,,,,,-0.566,-0.566,0,-0.00951391,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Cerastium demidecandrum,Areria,Plant,,,,,,,,1,1,,,,,-0.566,-0.819,-0.4025242,-0.07189237,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Cerastium demidecandrum,Veronica,Plant,,,,,,,,1,1,,,,,-0.566,-0.242,-0.00673795,-0.3057462,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Cerastium demidecandrum,Aphanes,Plant,,,,,,,,1,1,,,,,-0.566,-0.887,-0.00003589,-0.3072787,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Cerastium demidecandrum,Saxifraga,Plant,,,,,,,,1,1,,,,,-0.566,-0.249,-0.00079673,-0.1720449,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Cerastium demidecandrum,Geranium,Plant,,,,,,,,1,1,,,,,-0.566,-0.701,-0.5246625,-0.5142735,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Geranium,Veronica,Plant,,,,,,,,1,1,,,,,-0.701,-0.242,-0.02387317,-0.6636503,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Geranium,Areria,Plant,,,,,,,,1,1,,,,,-0.701,-0.819,-0.5975006,-0.726149,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Geranium,Sherardia,Plant,,,,,,,,1,1,,,,,-0.701,-0.566,-0.7408182,0,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Geranium,Aphanes,Plant,,,,,,,,1,1,,,,,-0.701,-0.887,-0.8780954,-0.3848121,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Geranium,Cerastium demidecandrum,Plant,,,,,,,,1,1,,,,,-0.701,-0.566,-0.5142735,-0.5246625,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Geranium,Saxifraga,Plant,,,,,,,,1,1,,,,,-0.701,-0.249,-0.4653339,-0.03111703,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Saxifraga,Veronica,Plant,,,,,,,,1,1,,,,,-0.249,-0.242,-0.04573003,-0.3072787,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Saxifraga,Aphanes,Plant,,,,,,,,1,1,,,,,-0.249,-0.887,-0.9185123,-0.5379444,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Saxifraga,Areria,Plant,,,,,,,,1,1,,,,,-0.249,-0.819,-0.01246289,-0.5168513,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Saxifraga,Geranium,Plant,,,,,,,,1,1,,,,,-0.249,-0.701,-0.03111703,-0.4653339,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Saxifraga,Cerastium demidecandrum,Plant,,,,,,,,1,1,,,,,-0.249,-0.566,-0.1720449,-0.00079673,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Saxifraga,Sherardia,Plant,,,,,,,,1,1,,,,,-0.249,-0.566,-0.2808316,-0.1401559,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Sherardia,Cerastium demidecandrum,Plant,,,,,,,,1,1,,,,,-0.566,-0.566,-0.00951391,0,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Sherardia,Areria,Plant,,,,,,,,1,1,,,,,-0.566,-0.819,-0.1444243,-0.0009303,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Sherardia,Saxifraga,Plant,,,,,,,,1,1,,,,,-0.566,-0.249,-0.1401559,-0.2808316,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Sherardia,Veronica,Plant,,,,,,,,1,1,,,,,-0.566,-0.242,-0.6156972,-0.3230333,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Sherardia,Geranium,Plant,,,,,,,,1,1,,,,,-0.566,-0.701,0,-0.7408182,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Sherardia,Aphanes,Plant,,,,,,,,1,1,,,,,-0.566,-0.887,-0.00001902,-0.2070076,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Veronica,Sherardia,Plant,,,,,,,,1,1,,,,,-0.242,-0.566,-0.3230333,-0.6156972,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Veronica,Geranium,Plant,,,,,,,,1,1,,,,,-0.242,-0.701,-0.6636503,-0.02387317,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Veronica,Areria,Plant,,,,,,,,1,1,,,,,-0.242,-0.819,-0.4965853,-0.00015375,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Veronica,Cerastium demidecandrum,Plant,,,,,,,,1,1,,,,,-0.242,-0.566,-0.3057462,-0.00673795,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Veronica,Aphanes,Plant,,,,,,,,1,1,,,,,-0.242,-0.887,-0.0000003,-0.1394569,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Veronica,Saxifraga,Plant,,,,,,,,1,1,,,,,-0.242,-0.249,-0.3072787,-0.04573003,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Trifolium pratense,Plant,fall,,,,,,,1,1,,,,,-1.28,-0.8,-0.39,-0.16,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Phleum pratense,Plant,fall,,,,,,,1,1,,,,,-1.28,-0.41,-0.38,-0.76,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Lolium perenne,Plant,fall,,,,,,,1,1,,,,,-1.28,-0.64,-0.03,0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Plantago lanceolata,Plant,fall,,,,,,,1,1,,,,,-1.28,-0.72,0.52,0.22,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Trifolium repens,Plant,fall,,,,,,,1,1,,,,,-1.28,-0.79,-0.24,10.2,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Phleum pratense,Plant,spring,,,,,,,1,1,,,,,-1.28,-0.41,-0.38,0.1,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Plantago lanceolata,Plant,spring,,,,,,,1,1,,,,,-1.28,-0.31,0.95,0.22,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Trifolium pratense,Plant,spring,,,,,,,1,1,,,,,-1.28,-0.8,-0.39,-0.16,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Lolium perenne,Plant,spring,,,,,,,1,1,,,,,-1.28,-0.14,0.13,0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Trifolium repens,Plant,spring,,,,,,,1,1,,,,,-1.28,-0.56,-0.02,0.12,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Lolium perenne,Plant,summer,,,,,,,1,1,,,,,-1.36,-0.64,-0.03,-0.04,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Trifolium repens,Plant,summer,,,,,,,1,1,,,,,-1.36,-0.79,-0.24,0.04,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Phleum pratense,Plant,summer,,,,,,,1,1,,,,,-1.36,-0.26,-0.24,-0.21,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Plantago lanceolata,Plant,summer,,,,,,,1,1,,,,,-1.36,-0.44,0.82,0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Agrostis stolonifera,Trifolium pratense,Plant,summer,,,,,,,1,1,,,,,-1.36,-1.03,-0.61,-0.204,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Plantago lanceolata,Plant,fall,,,,,,,1,1,,,,,-0.64,-0.72,-0.67,-0.44,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Agrostis stolonifera,Plant,fall,,,,,,,1,1,,,,,-0.64,-1.28,0.15,-0.03,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Phleum pratense,Plant,fall,,,,,,,1,1,,,,,-0.64,-0.41,0.06,-0.51,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Trifolium pratense,Plant,fall,,,,,,,1,1,,,,,-0.64,-0.8,-0.15,-0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Trifolium repens,Plant,fall,,,,,,,1,1,,,,,-0.64,-0.79,-0.48,-0.17,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Trifolium pratense,Plant,spring,,,,,,,1,1,,,,,-0.14,-0.8,-0.15,0.03,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Trifolium repens,Plant,spring,,,,,,,1,1,,,,,-0.14,-0.56,-0.18,0,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Agrostis stolonifera,Plant,spring,,,,,,,1,1,,,,,-0.14,-1.28,0.15,0.13,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Plantago lanceolata,Plant,spring,,,,,,,1,1,,,,,-0.14,-0.31,-0.07,-0.09,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Phleum pratense,Plant,spring,,,,,,,1,1,,,,,-0.14,-0.41,-0.3,-0.12,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Plantago lanceolata,Plant,summer,,,,,,,1,1,,,,,-0.64,-0.44,-0.26,-0.31,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Trifolium repens,Plant,summer,,,,,,,1,1,,,,,-0.64,-0.79,-0.48,-0.17,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Agrostis stolonifera,Plant,summer,,,,,,,1,1,,,,,-0.64,-1.36,-0.04,-0.03,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Phleum pratense,Plant,summer,,,,,,,1,1,,,,,-0.64,-0.26,-0.33,-0.51,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Lolium perenne,Trifolium pratense,Plant,summer,,,,,,,1,1,,,,,-0.64,-1.03,-0.44,0.105,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Trifolium pratense,Plant,fall,,,,,,,1,1,,,,,-0.41,-0.8,-0.82,-0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Lolium perenne,Plant,fall,,,,,,,1,1,,,,,-0.41,-0.64,-0.51,0.06,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Agrostis stolonifera,Plant,fall,,,,,,,1,1,,,,,-0.41,-1.28,-0.76,-0.38,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Plantago lanceolata,Plant,fall,,,,,,,1,1,,,,,-0.41,-0.72,-0.83,-0.36,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Trifolium repens,Plant,fall,,,,,,,1,1,,,,,-0.41,-0.79,-0.5,-0.11,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Trifolium repens,Plant,spring,,,,,,,1,1,,,,,-0.41,-0.56,-0.05,-0.11,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Agrostis stolonifera,Plant,spring,,,,,,,1,1,,,,,-0.41,-1.28,0.1,-0.38,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Plantago lanceolata,Plant,spring,,,,,,,1,1,,,,,-0.41,-0.31,-0.36,-0.36,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Trifolium pratense,Plant,spring,,,,,,,1,1,,,,,-0.41,-0.8,-0.82,-0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Lolium perenne,Plant,spring,,,,,,,1,1,,,,,-0.41,-0.14,-0.12,-0.3,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Lolium perenne,Plant,summer,,,,,,,1,1,,,,,-0.26,-0.64,-0.51,-0.33,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Agrostis stolonifera,Plant,summer,,,,,,,1,1,,,,,-0.26,-1.36,-0.21,-0.24,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Plantago lanceolata,Plant,summer,,,,,,,1,1,,,,,-0.26,-0.44,-0.5,-0.23,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Trifolium repens,Plant,summer,,,,,,,1,1,,,,,-0.26,-0.79,-0.5,0.04,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Phleum pratense,Trifolium pratense,Plant,summer,,,,,,,1,1,,,,,-0.26,-1.03,-1.05,0,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Lolium perenne,Plant,fall,,,,,,,1,1,,,,,-0.72,-0.64,-0.44,-0.67,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Trifolium repens,Plant,fall,,,,,,,1,1,,,,,-0.72,-0.79,-0.72,-0.79,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Agrostis stolonifera,Plant,fall,,,,,,,1,1,,,,,-0.72,-1.28,0.22,0.52,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Trifolium pratense,Plant,fall,,,,,,,1,1,,,,,-0.72,-0.8,-0.72,3.14,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Phleum pratense,Plant,fall,,,,,,,1,1,,,,,-0.72,-0.41,-0.36,-0.83,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Lolium perenne,Plant,spring,,,,,,,1,1,,,,,-0.31,-0.14,-0.09,-0.07,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Agrostis stolonifera,Plant,spring,,,,,,,1,1,,,,,-0.31,-1.28,0.22,0.95,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Phleum pratense,Plant,spring,,,,,,,1,1,,,,,-0.31,-0.41,-0.36,-0.36,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Trifolium pratense,Plant,spring,,,,,,,1,1,,,,,-0.31,-0.8,-0.72,3.6,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Trifolium repens,Plant,spring,,,,,,,1,1,,,,,-0.31,-0.56,-0.13,-0.34,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Agrostis stolonifera,Plant,summer,,,,,,,1,1,,,,,-0.44,-1.36,0.15,0.82,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Lolium perenne,Plant,summer,,,,,,,1,1,,,,,-0.44,-0.64,-0.31,-0.26,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Trifolium pratense,Plant,summer,,,,,,,1,1,,,,,-0.44,-1.03,-0.92,3.46,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Phleum pratense,Plant,summer,,,,,,,1,1,,,,,-0.44,-0.26,-0.23,-0.5,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Plantago lanceolata,Trifolium repens,Plant,summer,,,,,,,1,1,,,,,-0.44,-0.79,-0.72,-0.48,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Phleum pratense,Plant,fall,,,,,,,1,1,,,,,-0.8,-0.41,-0.15,-0.82,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Plantago lanceolata,Plant,fall,,,,,,,1,1,,,,,-0.8,-0.72,3.14,-0.72,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Lolium perenne,Plant,fall,,,,,,,1,1,,,,,-0.8,-0.64,-0.15,-0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Agrostis stolonifera,Plant,fall,,,,,,,1,1,,,,,-0.8,-1.28,-0.16,-0.39,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Trifolium repens,Plant,fall,,,,,,,1,1,,,,,-0.8,-0.79,-0.81,-0.1,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Trifolium repens,Plant,spring,,,,,,,1,1,,,,,-0.8,-0.56,-0.57,0.78,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Phleum pratense,Plant,spring,,,,,,,1,1,,,,,-0.8,-0.41,-0.15,-0.82,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Plantago lanceolata,Plant,spring,,,,,,,1,1,,,,,-0.8,-0.31,3.6,-0.72,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Lolium perenne,Plant,spring,,,,,,,1,1,,,,,-0.8,-0.14,0.03,-0.15,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Agrostis stolonifera,Plant,spring,,,,,,,1,1,,,,,-0.8,-1.28,-0.16,-0.39,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Trifolium repens,Plant,summer,,,,,,,1,1,,,,,-1.03,-0.79,-1.13,-0.32,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Agrostis stolonifera,Plant,summer,,,,,,,1,1,,,,,-1.03,-1.36,-0.204,-0.61,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Lolium perenne,Plant,summer,,,,,,,1,1,,,,,-1.03,-0.64,0.105,-0.48,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Plantago lanceolata,Plant,summer,,,,,,,1,1,,,,,-1.03,-0.44,3.46,-0.92,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium pratense,Phleum pratense,Plant,summer,,,,,,,1,1,,,,,-1.03,-0.26,0,-1.05,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Lolium perenne,Plant,fall,,,,,,,1,1,,,,,-0.79,-0.64,-0.17,-0.48,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Plantago lanceolata,Plant,fall,,,,,,,1,1,,,,,-0.79,-0.72,-0.79,-0.72,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Trifolium pratense,Plant,fall,,,,,,,1,1,,,,,-0.79,-0.8,-0.1,-0.81,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Phleum pratense,Plant,fall,,,,,,,1,1,,,,,-0.79,-0.41,-0.11,-0.5,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Agrostis stolonifera,Plant,fall,,,,,,,1,1,,,,,-0.79,-1.28,10.2,-0.24,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Plantago lanceolata,Plant,spring,,,,,,,1,1,,,,,-0.56,-0.31,-0.34,-0.13,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Trifolium pratense,Plant,spring,,,,,,,1,1,,,,,-0.56,-0.8,0.78,-0.57,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Agrostis stolonifera,Plant,spring,,,,,,,1,1,,,,,-0.56,-1.28,0.12,-0.02,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Lolium perenne,Plant,spring,,,,,,,1,1,,,,,-0.56,-0.14,0,-0.18,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Phleum pratense,Plant,spring,,,,,,,1,1,,,,,-0.56,-0.41,-0.11,-0.05,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Agrostis stolonifera,Plant,summer,,,,,,,1,1,,,,,-0.79,-1.36,0.04,-0.24,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Trifolium pratense,Plant,summer,,,,,,,1,1,,,,,-0.79,-1.03,-0.32,-1.13,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Lolium perenne,Plant,summer,,,,,,,1,1,,,,,-0.79,-0.64,-0.17,-0.48,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Plantago lanceolata,Plant,summer,,,,,,,1,1,,,,,-0.79,-0.44,-0.48,-0.72,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Trifolium repens,Phleum pratense,Plant,summer,,,,,,,1,1,,,,,-0.79,-0.26,0.04,-0.5,,,,,Lotka-Volterra
Carroll,Venail.2016,,,Chlorella,Closteriopsis,Phytoplankton,Control,,,,,,,,,0.258666667,0.452333333,0.205666667,-0.049,,,,,,,,,none
Carroll,Venail.2016,,,Chlorella,Cosmarium,Phytoplankton,Control,,,,,,,,,0.322777778,0.229333333,0.271333333,-0.049,,,,,,,,,none
Carroll,Venail.2016,,,Chlorella,Pandori,Phytoplankton,Control,,,,,,,,,0.321333333,0.228,0.353545455,-0.049,,,,,,,,,none
